건물용도코드,건물종류,건물일련번호,가점척도,lon,lat
3100,공공시설,79945,0,968006.5253,1964149.314
3100,공공시설,79946,0,968005.7505,1963986.25
3100,공공시설,79947,0,968023.1277,1963926.547
3100,공공시설,79948,0,967991.9407,1963878.611
3100,공공시설,79485,0,983535.9412,1951149.079
3100,공공시설,79785,0,967678.7588,1964761.287
3100,공공시설,79805,0,967689.2483,1964823.517
3100,공공시설,12402,0,970709.5692,1967353.358
3100,공공시설,64420,0,974161.087,1961168.366
3100,공공시설,64422,0,974586.7417,1960988.927
3100,공공시설,64423,0,974700.232,1961037.302
3100,공공시설,64421,0,974574.543,1961112.406
3100,공공시설,64424,0,974713.169,1961064.417
3100,공공시설,64425,0,974717.647,1961081.954
3100,공공시설,64426,0,974752.2205,1961031.05
3100,공공시설,64427,0,974756.371,1961060.752
3100,공공시설,64428,0,975226.3964,1961051.451
3100,공공시설,64429,0,975245.5715,1961078.868
3100,공공시설,64430,0,975418.721,1961008.907
3100,공공시설,64431,0,975571.2946,1961096.684
3100,공공시설,64432,0,975750.2675,1961217.985
3100,공공시설,64435,0,974231.6467,1961109.008
1001,단독주택,6930,0,964869.2198,1964639.868
1001,단독주택,6929,0,964887.0981,1964651.241
1001,단독주택,17761,0,965466.7187,1964876.157
1001,단독주택,17760,0,965449.0005,1964864.157
1001,단독주택,6927,0,965543.4665,1964741.739
1001,단독주택,6928,0,965524.1374,1964739.452
1001,단독주택,11375,0,969214.7559,1956211.86
1001,단독주택,11364,0,969441.4708,1956275.948
1001,단독주택,49750,0,969501.5143,1956296.467
1001,단독주택,49754,0,969491.7015,1956294.82
1001,단독주택,49753,0,969476.4281,1956292.821
1001,단독주택,49751,0,969484.5579,1956296.752
1001,단독주택,49752,0,969478.6653,1956300.425
1001,단독주택,49748,0,969558.3612,1956331.067
1001,단독주택,11366,0,969679.7369,1956254.292
1001,단독주택,11370,0,969747.5926,1956233.675
1001,단독주택,11369,0,969742.1786,1956262.643
1001,단독주택,11358,0,969692.3857,1956313.917
1001,단독주택,11359,0,969680.9844,1956315.889
1001,단독주택,11352,0,969753.0275,1956290.462
1001,단독주택,11313,0,969781.3107,1956402.547
1001,단독주택,11175,0,969924.2162,1956407.558
1001,단독주택,11176,0,969933.7771,1956416.73
1001,단독주택,34768,0,969962.5419,1956406.044
1001,단독주택,34765,0,969978.8307,1956416.193
1001,단독주택,34769,0,969990.1854,1956422.822
1001,단독주택,34766,0,969985.6443,1956420.538
1001,단독주택,34767,0,969967.9191,1956409.877
1001,단독주택,34754,0,969985.5838,1956426.793
1001,단독주택,34756,0,969981.3997,1956423.986
1001,단독주택,34757,0,969977.9432,1956402.513
1001,단독주택,34758,0,969988.6736,1956400.545
1001,단독주택,34755,0,969990.9749,1956393.404
1001,단독주택,34748,0,969945.5015,1956367.874
1001,단독주택,34747,0,969940.8008,1956362.094
1001,단독주택,34749,0,969937.4885,1956366.386
1001,단독주택,34761,0,969992.4189,1956386.521
1001,단독주택,34759,0,969977.9557,1956390.265
1001,단독주택,34760,0,969978.9139,1956385.183
1001,단독주택,34764,0,969973.1675,1956393.246
1001,단독주택,34762,0,969961.7767,1956397.405
1001,단독주택,34763,0,969963.5912,1956389.616
1001,단독주택,34743,0,969959.8118,1956375.731
1001,단독주택,34745,0,969966.0843,1956381.772
1001,단독주택,11319,0,969940.8397,1956471.468
1001,단독주택,11318,0,969954.55,1956480.538
1001,단독주택,11317,0,969962.8575,1956486.259
1001,단독주택,36716,0,970086.3139,1956442.459
1001,단독주택,36717,0,970110.8716,1956404.098
1001,단독주택,36715,0,970140.2128,1956401.571
1001,단독주택,11345,0,970020.5299,1956446.748
1001,단독주택,11341,0,970051.7143,1956450.327
1001,단독주택,11342,0,970059.7133,1956471.303
1001,단독주택,11340,0,970065.3968,1956474.8
1001,단독주택,11206,0,970206.9728,1956589.413
1001,단독주택,11209,0,970221.9106,1956592.78
1001,단독주택,57419,0,970334.0639,1956411.017
1001,단독주택,11217,0,970251.7152,1956618.873
1001,단독주택,11211,0,970267.2512,1956632.655
1001,단독주택,11210,0,970268.6413,1956616.87
1001,단독주택,11212,0,970279.8058,1956641.393
1001,단독주택,11214,0,970308.4029,1956659.773
1001,단독주택,11215,0,970324.0233,1956670.623
1001,단독주택,57418,0,970345.718,1956662.571
1001,단독주택,57416,0,970339.0238,1956657.914
1001,단독주택,57415,0,970328.1688,1956652.587
1001,단독주택,57414,0,970318.0254,1956647.286
1001,단독주택,57413,0,970300.4646,1956636.636
1001,단독주택,57412,0,970292.0706,1956631.868
1001,단독주택,57411,0,970282.7581,1956626.164
1001,단독주택,11226,0,970347.9352,1956689.219
1001,단독주택,11205,0,970355.5591,1956689.559
1001,단독주택,57410,0,970380.5892,1956684.471
1001,단독주택,11303,0,970401.0314,1956784.899
1001,단독주택,57393,0,970441.2492,1956716.064
1001,단독주택,11239,0,970462.8088,1956753.07
1001,단독주택,11174,0,971481.6951,1957284.539
1001,단독주택,39762,0,971179.06,1957579.802
1001,단독주택,39758,0,971169.6495,1957585.424
1001,단독주택,39761,0,971191.0639,1957583.778
1001,단독주택,39765,0,971195.3182,1957587.384
1001,단독주택,39766,0,971179.2342,1957585.462
1001,단독주택,39763,0,971167.1157,1957580.757
1001,단독주택,39754,0,971113.3751,1957537.174
1001,단독주택,39755,0,971083.8376,1957523.228
1001,단독주택,39779,0,971110.2025,1957518.185
1001,단독주택,39753,0,971143.0237,1957551.077
1001,단독주택,39752,0,971083.5117,1957521.908
1001,단독주택,39780,0,971097.5244,1957517.43
1001,단독주택,39756,0,971090.6601,1957530.366
1001,단독주택,39771,0,971132.6189,1957592.834
1001,단독주택,39777,0,971124.5603,1957605.579
1001,단독주택,39769,0,971114.8595,1957596.741
1001,단독주택,39772,0,971125.2062,1957597.913
1001,단독주택,39773,0,971124.8812,1957590.001
1001,단독주택,39770,0,971148.5325,1957599.352
1001,단독주택,39775,0,971126.095,1957587.909
1001,단독주택,39776,0,971132.2471,1957607.152
1001,단독주택,39778,0,971115.6951,1957604.101
1001,단독주택,39774,0,971109.7016,1957589.698
1001,단독주택,39757,0,971042.8802,1957544.835
1001,단독주택,11161,0,971666.6401,1957492.74
1001,단독주택,11159,0,971674.5056,1957485.076
1001,단독주택,11160,0,971676.9167,1957489.756
1001,단독주택,11166,0,971661.1567,1957497.024
1001,단독주택,11162,0,971661.2396,1957488.269
1001,단독주택,11163,0,971648.3005,1957478.431
1001,단독주택,11168,0,971642.8095,1957482.707
1001,단독주택,11164,0,971650.1033,1957471.469
1001,단독주택,11167,0,971650.4502,1957490.096
1001,단독주택,11165,0,971646.5676,1957498.3
1001,단독주택,18892,0,971713.7107,1957364.824
1001,단독주택,18891,0,971718.1445,1957366.026
1001,단독주택,11156,0,971754.5192,1957513.968
1001,단독주택,39670,0,971696.1788,1957554.583
1001,단독주택,39667,0,971703.0705,1957560.936
1001,단독주택,39668,0,971715.225,1957545.61
1001,단독주택,39669,0,971723.9067,1957539.524
1001,단독주택,39672,0,971701.5524,1957547.737
1001,단독주택,39671,0,971687.1476,1957551.67
1001,단독주택,39664,0,971680.6732,1957563.087
1001,단독주택,39665,0,971674.262,1957561.649
1001,단독주택,39666,0,971685.7132,1957558.184
1001,단독주택,39663,0,971690.0889,1957570.35
1001,단독주택,39662,0,971695.3444,1957570.479
1001,단독주택,39660,0,971683.1105,1957581.079
1001,단독주택,39661,0,971675.799,1957580.794
1001,단독주택,39658,0,971685.7976,1957585.962
1001,단독주택,39659,0,971691.2096,1957579.21
1001,단독주택,39656,0,971670.2623,1957575.866
1001,단독주택,39657,0,971660.14,1957580.639
1001,단독주택,39654,0,971659.9525,1957578.402
1001,단독주택,39655,0,971664.106,1957572.956
1001,단독주택,18890,0,971801.481,1957396.383
1001,단독주택,60349,0,971779.3377,1957452.021
1001,단독주택,11123,0,971860.1282,1957618.303
1001,단독주택,11124,0,971854.6602,1957618.197
1001,단독주택,11138,0,971850.6065,1957607.565
1001,단독주택,11127,0,971856.3275,1957631.86
1001,단독주택,11128,0,971859.6554,1957642.588
1001,단독주택,11129,0,971851.4562,1957631.352
1001,단독주택,11125,0,971869.842,1957636.665
1001,단독주택,11151,0,971927.9391,1957617.754
1001,단독주택,11150,0,971929.6834,1957625.246
1001,단독주택,11152,0,971911.9285,1957629.881
1001,단독주택,11154,0,971922.3511,1957610.788
1001,단독주택,11153,0,971927.4817,1957613.465
1001,단독주택,11116,0,971903.2622,1957680.398
1001,단독주택,11112,0,971870.1304,1957696.453
1001,단독주택,11113,0,971897.8037,1957688.81
1001,단독주택,11115,0,971867.6681,1957689.264
1001,단독주택,11117,0,971875.4528,1957683.602
1001,단독주택,11119,0,971888.9365,1957704.916
1001,단독주택,11120,0,971879.0106,1957709.029
1001,단독주택,11111,0,971891.3331,1957693.528
1001,단독주택,11149,0,971904.8491,1957737.509
1001,단독주택,11147,0,971899.5353,1957733.826
1001,단독주택,11133,0,971891.4005,1957723.559
1001,단독주택,11148,0,971906.1531,1957715.037
1001,단독주택,11130,0,971912.4839,1957676.545
1001,단독주택,11131,0,971906.0846,1957668.41
1001,단독주택,11114,0,971915.485,1957690.303
1001,단독주택,11122,0,971908.598,1957703.433
1001,단독주택,11121,0,971925.4173,1957703.064
